generic_name_clean,top_label_confirmed_side_effects,side_effect_count_label_confirmed
primidone,"anaemia, arthralgia, asthenia, ataxia, decreased appetite, depression, dermatitis, diplopia, dizziness, eye disorder, fatigue, gastrointestinal disorder, headache, malnutrition, mental disorder, musculoskeletal discomfort, nausea, nervous system disorder, rash, skin disorder, somnolence, vertigo, visual impairment, vomiting, agranulocytosis, anaemia megaloblastic, apathy, connective tissue disorder, flat affect, muscle contracture, nystagmus, personality change, psychotic disorder, suicidal ideation, emotional disorder, blood disorder, suicidal behaviour, systemic lupus erythematosus, aplasia",39
probenecid,"alopecia, anaemia, body temperature increased, decreased appetite, dermatitis, dizziness, flushing, haematuria, headache, hypersensitivity, leukopenia, nausea, pain, pruritus, urticaria, vomiting, anaphylactic shock, erythema multiforme, pollakiuria, stevens-johnson syndrome, toxic epidermal necrolysis, aplastic anaemia, gingival pain, haemolytic anaemia, nephrotic syndrome, hepatic necrosis, renal colic",27
procaine,"agitation, anxiety, arthralgia, body temperature increased, bradycardia, chills, convulsion, dermatitis, dermatitis exfoliative, diarrhoea, dizziness, erythema, fatigue, hallucination, hyperhidrosis, hypersensitivity, hypertension, hypotension, leukopenia, musculoskeletal discomfort, nausea, nervousness, neuropathy peripheral, oedema, pruritus, rash, sneezing, somnolence, tachycardia, tension, thrombocytopenia, tremor, urticaria, vasodilation procedure, vision blurred, vomiting, anaphylactic shock, angioedema, apnoea, atrioventricular block, cardiac arrest, cardiac output decreased, depersonalisation, disorientation, eosinophilia, loss of consciousness, shock, syncope, tinnitus, ventricular arrhythmia, anaphylactoid reaction, haemolytic anaemia, nephropathy, paralysis, acidosis, arachnoiditis, laryngeal oedema, meningism, serum sickness, respiratory arrest, psychotic behaviour, jarisch-herxheimer reaction, post lumbar puncture syndrome, pseudocholinesterase deficiency",64
prochlorperazine,"agitation, akathisia, amenorrhoea, body temperature increased, constipation, convulsion, cough, dermatitis, dermatitis exfoliative, dizziness, dry mouth, dyskinesia, dysphagia, dyspnoea, eczema, erectile dysfunction, erythema, extrapyramidal disorder, gait disturbance, headache, hyperglycaemia, hypersensitivity, hypoglycaemia, hypotension, increased appetite, infection, influenza, insomnia, jaundice, leukopenia, menstruation irregular, muscle rigidity, muscle spasms, nervousness, oedema, oedema peripheral, pancytopenia, photosensitivity reaction, pruritus, rash, skin disorder, somnolence, thrombocytopenia, tremor, urticaria, vision blurred, weight increased, agranulocytosis, altered state of consciousness, anaphylactic shock, angioedema, apnoea, arrhythmia, asthma, cardiac arrest, cholestasis, cogwheel rigidity, corneal deposits, cyanosis, deep vein thrombosis, dermatitis contact, dystonia, embolism venous, eosinophilia, erythema multiforme, feeling jittery, galactorrhoea, glycosuria, gynaecomastia, hepatocellular injury, ileus paralytic, jaundice cholestatic, liver injury, mydriasis, nasal congestion, oculogyric crisis, oropharyngeal pain, parkinsonism, pulmonary embolism, pulmonary function test decreased, respiratory depression, throat tightness, urinary retention, hyperreflexia, oropharyngeal discomfort, anaphylactoid reaction, aplastic anaemia, blood disorder, brain oedema, coma, drooling, haemolytic anaemia, keratopathy, laryngospasm, pigmentation disorder, priapism, retinal disorder, tardive dyskinesia, asphyxia, autonomic nervous system imbalance, catatonia, laryngeal oedema, megacolon, miosis, neuroleptic malignant syndrome, opisthotonus, sudden death, systemic lupus erythematosus, thrombocytopenic purpura, drug withdrawal syndrome neonatal, hyperpyrexia, brain injury, masked facies, pregnancy, pregnancy test false positive, protrusion tongue, tetanus, parkinsonian rest tremor, petit mal epilepsy",119
promethazine,"agitation, anxiety, asthenia, bradycardia, constipation, convulsion, decreased appetite, depression, dermatitis, diarrhoea, diplopia, dizziness, dry mouth, dyskinesia, dyspepsia, erythema, extrapyramidal disorder, extravasation, fatigue, feeling abnormal, hallucination, headache, hypotension, injection site reaction, insomnia, irritability, jaundice, leukopenia, muscle spasms, nervousness, oedema, pain, palpitations, photosensitivity reaction, pruritus, rash, somnolence, swelling, tachycardia, tension, thrombocytopenia, tremor, vision blurred, abscess, agranulocytosis, anaphylactic shock, apnoea, arrhythmia, asthma, confusional state, delirium, dermatitis contact, disorientation, euphoric mood, jaundice cholestatic, loss of consciousness, nasal congestion, nightmare, oculogyric crisis, phlebitis, pulmonary function test decreased, respiratory depression, shock, syncope, thrombophlebitis, tinnitus, urinary retention, coordination abnormal, gangrene, sensory loss, torticollis, urinary hesitation, aplastic anaemia, coma, injection site phlebitis, paralysis, surgery, tardive dyskinesia, venous thrombosis, catatonia, conversion disorder, nerve injury, neuroleptic malignant syndrome, respiratory disorder, thrombocytopenic purpura, necrosis, protrusion tongue",87
propafenone,"abdominal distension, abdominal pain, alanine aminotransferase increased, alopecia, anaemia, angiopathy, anxiety, arthritis, aspartate aminotransferase increased, asthenia, ataxia, blister, blood alkaline phosphatase increased, blood bilirubin increased, blood creatinine increased, blood pressure increased, blood prolactin increased, blood triglycerides increased, body temperature increased, bone disorder, bradycardia, breast disorder, breath sounds abnormal, cardiac disorder, chest pain, constipation, contusion, convulsion, cough, decreased appetite, dehydration, depression, dermatitis, dermatitis bullous, diabetes mellitus, diarrhoea, discomfort, dizziness, dry mouth, dry skin, dysgeusia, dyspepsia, dysphagia, dyspnoea, dysuria, ecchymosis, endophthalmitis, epistaxis, erectile dysfunction, eructation, erythema, eye disorder, eye irritation, fatigue, feeling abnormal, feeling hot, flatulence, flushing, gait disturbance, gamma-glutamyltransferase increased, gastritis, gastrointestinal disorder, gastrointestinal pain, haematuria, haemoglobin, haemoglobin decreased, haemoptysis, haemorrhage, headache, hepatic enzyme increased, hepatobiliary disease, hot flush, hypercholesterolaemia, hyperglycaemia, hyperhidrosis, hyperlipidaemia, hypersensitivity, hypertension, hypokalaemia, hyponatraemia, hypotension, ill-defined disorder, infection, infestation, influenza, insomnia, intestinal obstruction, jaundice, leukopenia, liver function test abnormal, malaise, malnutrition, mediastinal disorder, menopausal symptoms, mental disorder, mouth ulceration, muscle spasms, muscular weakness, musculoskeletal discomfort, myalgia, nail disorder, nausea, nervous system disorder, nervousness, neuropathy peripheral, oedema, orthostatic hypotension, osteoarthritis, pain, palpitations, paraesthesia, petechiae, platelet count decreased, protein urine present, proteinuria, pruritus, purpura, rash, renal failure, rhinitis, skin disorder, somnolence, stomatitis, tachycardia, tension, thrombocytopenia, thrombosis, tremor, upper respiratory tract infection, urethral disorder, urinary tract disorder, urticaria, vascular purpura, vertigo, vision blurred, visual impairment, vomiting, weight decreased, weight increased, abnormal dreams, agranulocytosis, amnesia, angina pectoris, apnoea, arrhythmia, arthropathy, atelectasis, atrial fibrillation, atrioventricular block, atrioventricular block first degree, blood glucose increased, breast pain, breath odour, bronchial hyperreactivity, bundle branch block, cardiac arrest, cardiac failure, cardiac failure congestive, cardiac flutter, cardiac murmur, cholestasis, chronic obstructive pulmonary disease, conduction disorder, confusional state, connective tissue disorder, deafness, disturbance in sexual arousal, dry throat, electrocardiogram qrs complex, electrocardiogram qt prolonged, eosinophilia, extrasystoles, eye haemorrhage, gastroenteritis, gastrooesophageal reflux disease, gingival bleeding, glossitis, glossodynia, glycosuria, gout, haematoma, hearing impaired, hepatic function abnormal, hepatitis, hepatocellular injury, hepatomegaly, hyperlactacidaemia, hypertonia, hypoaesthesia, immune system disorder, libido decreased, liver injury, loss of consciousness, lung disorder, lymphadenopathy, mania, melaena, neck pain, nightmare, oesophagitis, oliguria, oropharyngeal pain, pain in jaw, pallor, pancreatitis, peptic ulcer, peripheral coldness, pleural effusion, pneumothorax, pollakiuria, polyuria, prothrombin level increased, psychotic disorder, rales, rectal haemorrhage, respiratory tract congestion, sciatica, shock, sleep disorder, speech disorder, syncope, throat tightness, tinnitus, urinary incontinence, urinary retention, urine abnormality, urine analysis abnormal, ventricular extrasystoles, ventricular fibrillation, ventricular tachycardia, visual acuity reduced, wheezing, bursitis, cerebrovascular accident, dementia, electrocardiogram abnormal, emotional disorder, neurosis, nocturia, oropharyngeal discomfort, sensory loss, supraventricular tachycardia, tendonitis, angina unstable, arrhythmia supraventricular, atrial flutter, bleeding time prolonged, blood disorder, bundle branch block right, coma, coronary artery disease, costochondritis, duodenitis, eosinophil count increased, gingival pain, heart rate irregular, hypertensive crisis, inappropriate antidiuretic hormone secretion, nephrotic syndrome, panophthalmitis, paralysis, pericarditis, peripheral vascular disorder, presyncope, red blood cell count decreased, retinal disorder, sinus arrhythmia, torsade de pointes, venous thrombosis, ventricular hypertrophy, white blood cell count increased, antinuclear antibody positive, atrioventricular block second degree, hepatitis fulminant, ketonuria, miosis, nodal arrhythmia, peripheral embolism, pulse abnormal, pyuria, respiratory failure, sinus bradycardia, systemic lupus erythematosus, sperm concentration decreased, atrioventricular dissociation, brain injury, bundle branch block left, defect conduction intraventricular, device capturing issue, eyelid ptosis, heart sounds abnormal, lupus-like syndrome, monocyte count increased, pulmonary congestion, sick sinus syndrome, sinoatrial block, sinus arrest, atrial hypertrophy, cardioactive drug level above therapeutic, carotid bruit, collagen-vascular disease, labile blood pressure, prostatism, spleen disorder",304
propofol,"abdominal pain, affect lability, agitation, anxiety, asthenia, blood creatinine increased, body temperature increased, bradycardia, chest pain, chills, chromaturia, conjunctival hyperaemia, convulsion, cough, dehydration, depression, dermatitis, diarrhoea, diplopia, dizziness, dry mouth, dysgeusia, dyskinesia, dyspnoea, erythema, extravasation, fatigue, feeling abnormal, flushing, haemoglobin, haemorrhage, hallucination, headache, hyperglycaemia, hyperhidrosis, hyperkalaemia, hyperlipidaemia, hypertension, hypomagnesaemia, hypotension, hypotonia, ileus, injection site pain, insomnia, mental disability, metabolic acidosis, mood swings, muscle relaxant therapy, muscle rigidity, muscle spasms, musculoskeletal discomfort, myalgia, nausea, neuropathy peripheral, oedema, pain, pain in extremity, paraesthesia, pharyngitis, pruritus, rash, renal failure, salivary hypersecretion, sneezing, somnolence, tachycardia, tachypnoea, thrombosis, tremor, urticaria, visual impairment, vomiting, abnormal dreams, acute coronary syndrome, anaphylactic shock, angioedema, apnoea, arrhythmia, atrial fibrillation, atrioventricular block, blood urea increased, bronchospasm, bundle branch block, cardiac arrest, cardiac failure, cardiac output decreased, coagulopathy, confusional state, delirium, drug withdrawal syndrome, ear pain, euphoric mood, extrasystoles, eye pain, hiccups, hypertonia, hypoxia, leukocytosis, loss of consciousness, muscle twitching, musculoskeletal stiffness, myocardial infarction, myocardial ischaemia, neonatal disorder, nystagmus, oliguria, pancreatitis, phlebitis, pulmonary function test decreased, pulmonary oedema, respiratory depression, sepsis, shock, syncope, thinking abnormal, throat irritation, tinnitus, urinary retention, urine abnormality, ventricular extrasystoles, ventricular fibrillation, ventricular tachycardia, wheezing, amblyopia, electrocardiogram abnormal, hyperventilation, intracranial pressure increased, supraventricular tachycardia, anaphylactoid reaction, arrhythmia supraventricular, electrocardiogram st segment depression, laryngospasm, nuchal rigidity, respiratory acidosis, rhabdomyolysis, supraventricular extrasystoles, anticholinergic syndrome, conversion disorder, drug effect increased, epilepsy, hypoventilation, nodal arrhythmia, opisthotonus, respiratory failure, disinhibition, airway complication of anaesthesia, blood osmolarity increased, moaning, postoperative fever, right ventricular failure, upper airway obstruction",151
propylthiouracil,"alopecia, arthralgia, body temperature increased, dermatitis, dermatitis exfoliative, dysgeusia, dyspepsia, haemoglobin, haemorrhage, headache, jaundice, leukopenia, musculoskeletal discomfort, myalgia, nausea, neuropathy peripheral, oedema, paraesthesia, pruritus, rash, skin ulcer, somnolence, thrombocytopenia, urticaria, vertigo, vomiting, ageusia, agranulocytosis, erythema nodosum, hepatic failure, hepatitis, interstitial lung disease, liver injury, lung infiltration, lymphadenopathy, neuritis, renal failure acute, vasculitis, aplastic anaemia, glomerulonephritis, nephritis, pigmentation disorder, traumatic liver injury, leukocytoclastic vasculitis, splenomegaly, lupus-like syndrome, antineutrophil cytoplasmic antibody positive, glomerulonephritis rapidly progressive",48
prucalopride,"abdominal distension, abdominal pain, abdominal pain upper, asthenia, back pain, body temperature increased, breast disorder, cardiac disorder, decreased appetite, diarrhoea, discomfort, dizziness, dyspepsia, fatigue, feeling abnormal, flatulence, gastrointestinal disorder, gastrointestinal pain, headache, ill-defined disorder, infection, infestation, influenza, malaise, malnutrition, mediastinal disorder, mental disorder, nasopharyngitis, nausea, nervous system disorder, palpitations, skin disorder, tremor, urethral disorder, urinary tract disorder, urinary tract infection, vomiting, connective tissue disorder, gastrointestinal sounds abnormal, pollakiuria, polyuria, rectal haemorrhage, sinusitis, urine output increased",44
pyrazinamide,"arthralgia, blood uric acid increased, body temperature increased, decreased appetite, dermatitis, discomfort, dyspepsia, dysuria, feeling abnormal, gastrointestinal disorder, hypersensitivity, hyperuricaemia, ill-defined disorder, malaise, musculoskeletal discomfort, myalgia, nausea, photosensitivity reaction, pruritus, rash, thrombocytopenia, urticaria, vomiting, coagulopathy, gout, hepatitis, hepatomegaly, hepatotoxicity, peptic ulcer, rash maculo-papular, tubulointerstitial nephritis, liver tenderness, marrow hyperplasia, splenomegaly, acute yellow liver atrophy, porphyrin metabolism disorder, blood iron increased, gouty arthritis, sideroblastic anaemia",39
pyrimethamine,"decreased appetite, haematuria, hypersensitivity, leukopenia, pancytopenia, thrombocytopenia, vomiting, anaemia megaloblastic, anaphylactic shock, erythema multiforme, stevens-johnson syndrome, toxic epidermal necrolysis, pulmonary eosinophilia, atrophic glossitis",14
quazepam,"asthenia, dizziness, dry mouth, dyspepsia, fatigue, headache, mental disability, somnolence, thinking abnormal, withdrawal syndrome",10
quetiapine,"abdominal discomfort, abdominal distension, abdominal pain, abdominal pain upper, acne, affect lability, agitation, akathisia, alanine aminotransferase increased, amenorrhoea, anaemia, angiopathy, anxiety, arthralgia, arthritis, aspartate aminotransferase increased, asthenia, ataxia, back pain, blood alkaline phosphatase increased, blood creatinine increased, blood prolactin increased, body temperature decreased, body temperature increased, bone pain, bradycardia, breast disorder, bronchitis, candida infection, cardiac disorder, chest pain, chills, conjunctivitis, constipation, contusion, convulsion, cough, decreased appetite, dehydration, depression, dermatitis, dermatitis exfoliative, diabetes mellitus, diarrhoea, discomfort, disturbance in attention, dizziness, dry mouth, dry skin, dysgeusia, dyskinesia, dyspepsia, dysphagia, dyspnoea, dysuria, ecchymosis, eczema, epistaxis, erectile dysfunction, extrapyramidal disorder, eye disorder, fatigue, feeling abnormal, flatulence, gait disturbance, gamma-glutamyltransferase increased, gastritis, gastrointestinal disorder, gastrointestinal pain, haemoglobin, haemoglobin decreased, haemorrhage, hallucination, headache, hepatic enzyme increased, hepatobiliary disease, hot flush, hyperglycaemia, hyperhidrosis, hyperlipidaemia, hypersensitivity, hypersomnia, hypertension, hypoglycaemia, hypokalaemia, hypokinesia, hyponatraemia, hypotension, hypothermia, hypothyroidism, ileus, ill-defined disorder, increased appetite, infection, infestation, influenza, insomnia, intestinal obstruction, irritability, jaundice, lethargy, leukopenia, malaise, malnutrition, mediastinal disorder, menopausal symptoms, mental disability, mental disorder, migraine, mood swings, mouth ulceration, muscle rigidity, muscle spasms, muscular weakness, musculoskeletal discomfort, myalgia, myoclonus, nasopharyngitis, nausea, nervous system disorder, nervousness, neutropenia, oedema peripheral, orthostatic hypotension, osteoarthritis, pain, pain in extremity, palpitations, paraesthesia, pharyngitis, photosensitivity reaction, platelet count decreased, pneumonia, pruritus, rash, rhinitis, salivary hypersecretion, sexual dysfunction, sinus headache, sinus tachycardia, skin discolouration, skin disorder, skin ulcer, somnolence, stomatitis, tachycardia, tension, thirst, thrombocytopenia, tremor, upper respiratory tract infection, urethral disorder, urinary tract disorder, urinary tract infection, vertigo, vision blurred, visual impairment, vomiting, weight decreased, weight increased, abnormal dreams, accommodation disorder, aggression, agranulocytosis, alcohol intolerance, amnesia, anaphylactic shock, angina pectoris, angioedema, apathy, aphasia, arthropathy, asthma, atrial fibrillation, atrioventricular block first degree, balance disorder, bladder pain, blepharitis, blood cholesterol increased, blood glucose increased, bruxism, bundle branch block, cardiac arrest, cardiac failure congestive, cardiomyopathy, cardiovascular disorder, confusional state, connective tissue disorder, cyanosis, cystitis, cystitis noninfective, deafness, deep vein thrombosis, delirium, depersonalisation, depressed level of consciousness, dermatitis contact, disorientation, disturbance in sexual arousal, dizziness postural, drug withdrawal syndrome, dry eye, dry throat, dysarthria, dysmenorrhoea, ear pain, ejaculation disorder, electrocardiogram qt prolonged, embolism venous, endocrine disorder, enuresis, eosinophilia, erythema multiforme, euphoric mood, eye pain, face oedema, flat affect, galactorrhoea, gastroenteritis, gastrooesophageal reflux disease, gingival bleeding, gingivitis, glossitis, glycosuria, gout, gynaecomastia, haematemesis, haemorrhoids, hepatitis, hiccups, hyperkinesia, hyperthyroidism, hypertonia, hypoaesthesia, hypochromic anaemia, immune system disorder, injury, laryngeal pain, leukocytosis, libido decreased, loss of consciousness, lymphadenopathy, mania, melaena, menorrhagia, menstrual disorder, mental retardation, metrorrhagia, movement disorder, muscle twitching, musculoskeletal stiffness, nasal congestion, neck pain, neoplasm, night sweats, nightmare, oculogyric crisis, pallor, pancreatitis, paranoia, parkinsonism, pelvic pain, pollakiuria, polydipsia, polyuria, psoriasis, psychotic disorder, pulmonary embolism, rash maculo-papular, rectal haemorrhage, renal failure acute, shock, sinus congestion, sinusitis, sleep disorder, somnambulism, speech disorder, stevens-johnson syndrome, suicidal ideation, syncope, thinking abnormal, throat tightness, thrombophlebitis, tinnitus, tooth abscess, toothache, toxic epidermal necrolysis, urinary incontinence, urinary retention, urine output increased, vaginal discharge, vaginal haemorrhage, vaginal infection, vaginal inflammation, ventricular arrhythmia, viral diarrhoea, water intoxication, akinesia, amblyopia, breast cancer, buccoglossal syndrome, cataract, cerebrovascular accident, choreoathetosis, coordination abnormal, delusion, dental caries, electrocardiogram abnormal, faecal incontinence, glaucoma, hostility, hyperventilation, libido increased, muscle contractions involuntary, neuralgia, nocturia, rhinitis seasonal, seasonal allergy, seborrhoeic dermatitis, stupor, suicide attempt, bipolar i disorder, blood disorder, cerebral ischaemia, completed suicide, drooling, drug interaction, dyslipidaemia, ear disorder, heart rate irregular, hemiplegia, high density lipoprotein decreased, hyperphagia, inappropriate antidiuretic hormone secretion, low density lipoprotein increased, myocarditis, neutrophil count decreased, nuchal rigidity, priapism, restless legs syndrome, rhabdomyolysis, subdural haematoma, tardive dyskinesia, tongue disorder, tongue oedema, torsade de pointes, vulvovaginal candidiasis, vulvovaginal mycotic infection, breast swelling, catatonia, diabetic ketoacidosis, dysphemia, electrocardiogram qrs complex prolonged, electrocardiogram st segment elevation, electrocardiogram t wave inversion, hormone level abnormal, hyperprolactinaemia, neuroleptic malignant syndrome, obesity, orchitis, orchitis noninfective, sluggishness, sudden death, diabetic coma, diabetic hyperglycaemic coma, drug withdrawal syndrome neonatal, lenticular opacities, electrocardiogram change, fasting, pregnancy, retrograde amnesia, vulvovaginitis, accidental overdose, blood pressure diastolic decreased, brain neoplasm, drug screen positive, parkinsonian gait, schizophrenia",378
rabeprazole,"abdominal distension, abdominal pain, abdominal pain upper, agitation, alanine aminotransferase increased, alopecia, anaemia, angiopathy, anxiety, arthralgia, arthritis, asthenia, back pain, blood creatine phosphokinase increased, body temperature increased, bone pain, bradycardia, bronchitis, candida infection, cellulitis, cerebral haemorrhage, chest pain, chills, cholelithiasis, colitis, conjunctivitis, constipation, convulsion, cough, decreased appetite, dehydration, dermatitis, diabetes mellitus, diarrhoea, diplopia, discomfort, dizziness, dry mouth, dry skin, dysgeusia, dyspepsia, dysphagia, dyspnoea, dysuria, ecchymosis, embolism, epistaxis, erectile dysfunction, eructation, erythema, extrapyramidal disorder, eye disorder, feeling abnormal, flatulence, gastritis, gastrointestinal haemorrhage, gastrointestinal pain, haematuria, headache, herpes simplex, hypercholesterolaemia, hyperglycaemia, hyperhidrosis, hyperlipidaemia, hypersensitivity, hypertension, hypokalaemia, hypomagnesaemia, hyponatraemia, hypotension, hypothyroidism, ill-defined disorder, increased appetite, injection site pain, injection site reaction, insomnia, jaundice, leukopenia, liver function test abnormal, malaise, malnutrition, migraine, mouth ulceration, mucous membrane disorder, muscle spasms, musculoskeletal discomfort, myalgia, nail disorder, nausea, nervousness, neuropathy peripheral, neutropenia, oedema, oedema peripheral, oesophageal stenosis, osteoarthritis, pain, palpitations, pancytopenia, paraesthesia, pharyngitis, photosensitivity reaction, pneumonia, pruritus, rash, rhinitis, skin discolouration, somnolence, stomatitis, tachycardia, tension, thirst, thrombocytopenia, thrombosis, tremor, urethral disorder, urinary tract disorder, urinary tract infection, urticaria, vasodilation procedure, vertigo, vision blurred, visual impairment, vomiting, weight decreased, weight increased, abnormal dreams, abscess, acute coronary syndrome, agranulocytosis, amnesia, anaphylactic shock, angina pectoris, angioedema, anorectal disorder, apnoea, arrhythmia, arthropathy, ascites, asthma, bladder pain, blepharitis, breast enlargement, breast pain, bundle branch block, cardiovascular disorder, cholangitis, cholecystitis, confusional state, corneal opacity, cystitis, cystitis noninfective, deafness, delirium, dermatitis contact, disorientation, disturbance in sexual arousal, dry eye, dysmenorrhoea, ear pain, electrocardiogram qt prolonged, erythema multiforme, eye haemorrhage, eye pain, face oedema, fracture, gastroenteritis, gingivitis, glossitis, gout, gynaecomastia, hangover, hepatic encephalopathy, hepatic function abnormal, hepatitis, herpes virus infection, herpes zoster, hiccups, hyperkinesia, hyperthyroidism, hypertonia, hypochromic anaemia, hypoxia, interstitial lung disease, lacrimal disorder, leukocytosis, libido decreased, loss of consciousness, lung disorder, lymphadenopathy, melaena, menorrhagia, menstrual disorder, metrorrhagia, multiple fractures, muscle twitching, musculoskeletal stiffness, myocardial infarction, neck pain, neoplasm, neoplasm malignant, oesophagitis, otitis media, pancreatitis, pelvic pain, pollakiuria, polyuria, psoriasis, pulmonary embolism, rectal haemorrhage, shock, sinusitis, skin cancer, skin hypertrophy, skin mass, sleep disorder, stevens-johnson syndrome, syncope, thrombophlebitis, tinnitus, tooth abscess, tooth disorder, toxic epidermal necrolysis, urinary incontinence, urine abnormality, urine analysis abnormal, urine output increased, uterine haemorrhage, vaginal discharge, vaginal haemorrhage, vaginal infection, vaginal inflammation, ventricular extrasystoles, ventricular tachycardia, albuminuria, amblyopia, bursitis, cataract, dementia, dental caries, electrocardiogram abnormal, fungal skin infection, glaucoma, hyperventilation, laryngitis, nephrolithiasis, neuralgia, prostatic disorder, salivary gland enlargement, seborrhoeic dermatitis, suicide attempt, supraventricular tachycardia, varicose vein, abnormal faeces, blood disorder, breast neoplasm, colitis ulcerative, coma, coronary artery disease, drug eruption, duodenitis, ear disorder, haemolytic anaemia, hepatic steatosis, hernia, injection site haemorrhage, lacrimal structural disorder, lung neoplasm malignant, malignant melanoma, nuchal rigidity, otitis externa, proctitis, proctocolitis, retinal disorder, rhabdomyolysis, rheumatoid arthritis, swelling face, tubulointerstitial nephritis, vestibular disorder, white blood cell disorder, benign neoplasm of skin, capillary fragility increased, congenital cystic kidney disease, diarrhoea haemorrhagic, gastrointestinal carcinoma, hepatic cancer, hepatic cirrhosis, hepatocellular carcinoma, hypoventilation, iron deficiency anaemia, mastitis, orchitis, orchitis noninfective, pancreatic disorder, platelet disorder, prostatic specific antigen increased, red blood cell abnormality, respiratory failure, retinal degeneration, sinus bradycardia, sudden death, tendon disorder, vitreous disorder, bicytopenia, hyperammonaemia, ileal ulcer",306
raloxifene,"abdominal pain, angiopathy, arthralgia, arthritis, aspartate aminotransferase increased, blood pressure increased, body temperature increased, breast disorder, bronchitis, cardiac disorder, chest pain, cholelithiasis, conjunctivitis, cough, depression, dermatitis, diabetes mellitus, diarrhoea, dizziness, dyspepsia, embolism, flatulence, flushing, gastrointestinal disorder, gastrointestinal pain, headache, hot flush, hyperhidrosis, infection, influenza, insomnia, menopausal symptoms, migraine, muscle spasms, musculoskeletal discomfort, myalgia, nausea, nervous system disorder, oedema peripheral, pain, pharyngitis, pneumonia, rash, rhinitis, skin disorder, tenderness, thrombocytopenia, urethral disorder, urinary tract disorder, urinary tract infection, vasodilation procedure, vertigo, vomiting, weight increased, bladder pain, breast pain, connective tissue disorder, cystitis, cystitis noninfective, deep vein thrombosis, embolism venous, endometrial disorder, gastroenteritis, hypoaesthesia, loss of consciousness, neoplasm malignant, pulmonary embolism, shock, sinusitis, syncope, uterine haemorrhage, vaginal discharge, vaginal haemorrhage, vaginal infection, vaginal inflammation, cerebrovascular accident, laryngitis, neuralgia, varicose vein, bladder cancer, coronary artery disease, ovarian cancer, retinal vein thrombosis, thrombophlebitis superficial, endometrial cancer, retinal vein occlusion, tendon disorder, uterine disorder",88
